userName,score,at,content,clean_teks,polarity_score,polarity
Semoga Berkah,1,2023-10-26 01:04:36,Gak ada otomatis jeda saat vidio berulang berkali-kali. Itu bisa terjadi karena ketiduran atau lupa mematikan smart phone.... mohon ditambah fitur stop vidio dan mati layar otomatis saat gak ada pergerakan vidio / penggunaan aplikasi.,"['gak', 'otomatis', 'jeda', 'vidio', 'ulang', 'berkalikali', 'tidur', 'lupa', 'mati', 'pintar', 'seluler', 'mohon', 'tambah', 'fitur', 'stop', 'vidio', 'mati', 'layar', 'otomatis', 'gak', 'gera', 'vidio', 'guna', 'aplikasi']",2,positive
Ofiy,1,2023-09-22 16:37:04,"Kenapa tiktok sering nge update dirinya terus. Kayak, kemarin udh update sekarang update lagi. Mana susah di buka. Cuma gambar logo terus dari tadi. Kadang juga nge lag trs. Jaringan sinyal wifi sama seluler lancar padahal. Mohon untuk di perbaiki","['tiktok', 'nge', 'terbaru', 'kayak', 'kemarin', 'udh', 'terbaru', 'terbaru', 'susah', 'buka', 'gambar', 'logo', 'kadang', 'nge', 'lag', 'terus', 'jaringan', 'sinyal', 'wifi', 'seluler', 'lancar', 'mohon', 'baik']",11,positive
Meylaniputri0605 _,1,2023-11-04 07:28:19,"Di upgrade makin jelek aja , flash buat foto ga sebagus dulu ,buat foto malam buriq banget flash selfienya ,tolong tik tok flash nya buat seperti biasanya yang terang benderang seperti itu. Saya jadi gabisa foto di tempat yang kurang bercahaya tempatnya , TOLONG TOLONG TOLONG BANGET TIK TOK","['meningkatkan', 'jelek', 'saja', 'flash', 'foto', 'tidak', 'bagus', 'foto', 'malam', 'burik', 'banget', 'flash', 'selfienya', 'tolong', 'tik', 'tok', 'flash', 'terang', 'benderang', 'tidak bisa', 'foto', 'cahaya', 'tempat', 'tolong', 'tolong', 'tolong', 'banget', 'tik', 'tok']",-22,negative
Panyu Badai,2,2023-09-26 03:38:16,Tolong sediakan fitur Dark Mode untuk semua merk HP yang menggunakan sistem Android (paling nggak dari Android 10) baik dari HP yang Entry Level sampai High End. Karena saya sangat kecewa dengan pihak TikTok yang tidak menyediakan fitur Dark Mode yang begitu simple dan berguna bagi pengguna TikTok ketika sedang menggunakan aplikasi di tempat yang gelap tanpa cahaya.,"['tolong', 'sedia', 'fitur', 'dark', 'mode', 'merk', 'seluler', 'sistem', 'seluler', 'tidak', 'seluler', 'seluler', 'entry', 'level', 'high', 'end', 'kecewa', 'tiktok', 'sedia', 'fitur', 'dark', 'mode', 'sederhana', 'guna', 'guna', 'tiktok', 'aplikasi', 'gelap', 'cahaya']",-15,negative
Wahyu Saputra,3,2023-11-02 11:31:53,"Hello kenapa setelah updet malah susah tiktoknya,contohnya tampilan musik untuk di tambahkan di vidio sekarang ga bisa di sesuai in sama lihat vidionya,trus musik di favorit tidak muncul,tolong lah kebalika seperti 3.7.2. aja karena lebih gampang","['hello', 'updet', 'susah', 'tiktoknyacontohnya', 'tampil', 'musik', 'tambah', 'vidio', 'tidak', 'sesuai', 'masuk', 'lihat', 'vidionyatrus', 'musik', 'favorit', 'muncultolong', 'kebalika', 'saja', 'gampang']",3,positive
Rona Mirta,1,2023-11-17 06:24:03,"Dasar aplikasi tidak berguna kalo saja kamu bisa benerin apk ini saya tidak akan beri ulasan seperti ini karna kenapa tiktok saya tidak bisa dibuka setelah di update hanya logo tiktok nya aja yg tertampil dan kadang layarnya hitam??!!, kalo tau bakal seperti ini saya tidak akan meng update nya😠🤬!! Mohon perbaruannya!!","['dasar', 'aplikasi', 'guna', 'kalau', 'benerin', 'aplikasi', 'ulas', 'karena', 'tiktok', 'buka', 'terbaru', 'logo', 'tiktok', 'saja', 'tampil', 'kadang', 'layar', 'hitam', 'kalau', 'tahu', 'meng', 'terbaru', 'nya', 'mohon', 'baru']",-10,negative
Aditya Nugroho,1,2023-10-04 12:50:09,Keluhannya: aplikasi tidak bisa berjalan seperti biasa untuk pengguna android ram 3. Saat dibuka hanya terdapat logo tik tok dan bersamaan dengan lag yang cukup parah saat keluar dari aplikasi sehingga perlu di restart berulangkali. Perilaku aplikasi seperti virus yang membuat pengguna merasa takut. Jadi tolong di perbaiki segera agar pengguna lebih nyaman dan membuat aplikasi tik tok kembali ramai. Saya tahu CEO/pegawai lainnya tik tok pasti bisa.l mengatasi ini. TERIMA KASIH,"['keluh', 'aplikasi', 'jalan', 'guna', 'seluler', 'ram', 'buka', 'logo', 'tik', 'tok', 'sama', 'lag', 'parah', 'aplikasi', 'restart', 'ulang', 'perilaku', 'aplikasi', 'virus', 'guna', 'takut', 'tolong', 'baik', 'guna', 'nyaman', 'aplikasi', 'tik', 'tok', 'ramai', 'ceopegawai', 'tik', 'tok', 'bisal', 'atas', 'terima', 'kasih']",-15,negative
Tajul Ghina,1,2023-09-02 23:08:29,"Tik tok ini kenapa ya makin di perbarui makin lelet, jaringan bagus tapi ketika mau buat video atau live masa keluar tiba tiba dan itu berkali2 terjadi padahal sudah di refresh dan dikeluarin tapi terjadi lagi, keluar sendiri, macet pulak, padahal biasanya gak gitu, jadinya kecewa sekian.","['tik', 'tok', 'iya', 'baru', 'lambat', 'jaringan', 'bagus', 'video', 'langsung', 'kali', 'ulang', 'dikeluarin', 'macet', 'pulak', 'gak', 'gitu', 'kecewa', 'sekian']",-1,negative
IsiRef TIKTOK GBHTXZ6QRXYZU dptbonus,4,2023-10-11 06:26:04,"Bila sudah menggunakan aplikasi tiktok maka kita bisa sangat betah menonton video nya, simpel dan sangat nyaman banget ketika digunakan ya. Menurut aku aplikasi ini sudah sangat bagus dan hanya membutuhkan beberapa tambahan fitur-fitur saja seperti 360p, 1200p yang mana sangat lah membantu memudahkan kita menonton video saat jaringan lagi kurang stabil, itu saja masukan saya biar aplikasi nya bisa semakin mantap dan berkembang dengan baik.","['aplikasi', 'tiktok', 'betah', 'tonton', 'video', 'simpel', 'nyaman', 'banget', 'iya', 'aplikasi', 'bagus', 'butuh', 'tambah', 'fiturfitur', 'p', 'p', 'bantu', 'mudah', 'tonton', 'video', 'jaringan', 'stabil', 'masuk', 'biar', 'aplikasi', 'mantap', 'kembang']",-5,negative
Pandu Julika Rinaldi,1,2023-09-25 08:15:46,"Tiktok tidak bisa diakses, cuma booting dan crash/force close. Lalu perangkat mati. Setelah update ke V. 31.4.3 penyimpanan melonjak drastis dari 1,7GB menjadi 2,18 GB. Perangkat ini Samsung Galaxy Note 9, Android 10, one UI 2.5. please follow up. Terimakasih","['tiktok', 'akses', 'booting', 'crashforce', 'tutup', 'perangkat', 'mati', 'terbaru', 'v', 'simpan', 'lonjak', 'drastis', 'gb', 'gb', 'perangkat', 'samsung', 'galaxy', 'catatan', 'seluler', 'satu', 'ui', 'tolong', 'ikuti', 'up', 'terima kasih']",5,positive
Manisa Agustin (Nagstd),2,2023-10-15 22:34:08,"subtitle terjemah di tiktok sekarang ilang, dan harus di aktifkan secara manual, jujurly, para pengguna tiktok lebih suka tiktok yang subtitle terjemah-nya seperti dulu, jangan yang seperti sekarang, yang harus di aktifkan secara manual, walaupun itu simple cara aktifkan-nya, tapi itu ribet. please tiktok, jangan terlalu banyak update, kalau mau sekaligus saja, dari pada sedikit sedikit, malah kayak ribet banget.","['subtitle', 'terjemah', 'tiktok', 'hilang', 'aktif', 'manual', 'jujurly', 'guna', 'tiktok', 'suka', 'tiktok', 'subtitle', 'terjemah', 'aktif', 'manual', 'sederhana', 'aktif', 'ribet', 'tolong', 'tiktok', 'terbaru', 'kayak', 'ribet', 'banget']",-12,negative
Ririn Wigi,1,2023-09-23 18:40:07,"Tiktok saya baru diperbarui. Bukannya malah bagus, tpi tambah jelek. Untuk buka tiktok ngelag, trus aplikasi lainnya juga ikut ngelag, HP juga ngelag dan panas. Aplikasinya seperti ada virusnya yang dapat menjalar ke aplikasi lain dan peforma hp. Setelah diperbarui, draf tiktok saya malah kehapus semua sama tiktok. Mohon diperbaiki.","['tiktok', 'baru', 'bagus', 'tapi', 'jelek', 'buka', 'tiktok', 'lelet', 'terus', 'aplikasi', 'lelet', 'seluler', 'lelet', 'panas', 'aplikasi', 'virus', 'jalar', 'aplikasi', 'forma', 'seluler', 'baru', 'draf', 'tiktok', 'hapus', 'tiktok', 'mohon', 'baik']",-19,negative
Habib abdul Zulfikri,1,2023-09-26 22:08:16,"Mohon maaf untuk pihak tik tok karena saya memberikan bintang 1.saya merasa kalau tiktok sekarang jadi semakin berat,buat scroll baru beberapa menit udah mulai ngeleg apk nya, penyimpanan juga semakin besar,sering error' dan tiba-tiba force close,terlalu boros baterai.saya minta tolong sekali,untuk pihak tiktok memperbaiki masalah ini,buat konsumen merasa puas dan nyaman menggunakan apk ini.terimakasih","['mohon', 'maaf', 'tik', 'tok', 'bintang', 'tiktok', 'beratbuat', 'scroll', 'menit', 'sudah', 'lelet', 'aplikasi', 'simpan', 'besarsering', 'error', 'tiba', 'paksa', 'closeterlalu', 'boros', 'bateraisaya', 'tolong', 'sekaliuntuk', 'tiktok', 'baik', 'inibuat', 'konsumen', 'puas', 'nyaman', 'aplikasi', 'initerimakasih']",-18,negative
kkytrinzz,2,2023-08-30 00:40:38,"tiktok kok aneh ya banyak banget bug nya, ini bisa aja tiap bulan update mululu tapi bugnya ga diperbaiki sama sekali, contohnya efek tiktok aku pada hilang semua padahal sebelumnya ga gitu terus suka lag banget padahal sinyalnya oke"" aja. tolong ya diperbaiki, aplikasinya udah bagus cuma kekurangannya itu aja. mohon diperbaiki secepatnya.","['tiktok', 'aneh', 'iya', 'banget', 'bug', 'saja', 'terbaru', 'mululu', 'bugnya', 'tidak', 'baik', 'contoh', 'efek', 'tiktok', 'hilang', 'tidak', 'gitu', 'suka', 'lag', 'banget', 'sinyal', 'oke', 'saja', 'tolong', 'iya', 'baik', 'aplikasi', 'sudah', 'bagus', 'kurang', 'saja', 'mohon', 'baik', 'cepat']",-13,negative
Stephanie Tamarina Simamora,2,2023-10-08 07:51:33,"setelah update tiktok jadi sering bug,terkadang tidak bisa masuk aplikasi dan aplikasinya seperti ada virus bisa buat handphone ngebug, handphone saya ram 6 tapi kalau download tiktok yang baru saja update seperti ini, handphonenya jadi suka ngebug dan lemot jadi setiap hari saya mulai ulang (restart) terus setelah buka tiktok","['terbaru', 'tiktok', 'bugterkadang', 'masuk', 'aplikasi', 'aplikasi', 'virus', 'handphone', 'bug', 'handphone', 'ram', 'unduh', 'tiktok', 'terbaru', 'handphonenya', 'suka', 'bug', 'lot', 'ulang', 'restart', 'buka', 'tiktok']",-3,negative
Arda Eka Julianto,1,2023-11-05 20:44:18,"Entah kenapa habis aku update, pas baru masuk ke apk nya tiba-tiba keluar sendiri, itu masih sebagian kecil dri masalah yang gwe alami saat ini, belum lagi pas mau search video yang lagi viral, kadang ngecrash, jdi agak gk nyaman sama tiktok","['habis', 'terbaru', 'pas', 'masuk', 'aplikasi', 'tiba', 'dari', 'gwe', 'alami', 'pas', 'search', 'video', 'viral', 'kadang', 'ngecrash', 'jadi', 'tidak', 'nyaman', 'tiktok']",1,positive
Azizzah ADMAJA,1,2023-10-18 16:54:46,Kenapa setelah ada update terbaru . Tiktok ga bisa dibuka . Lalu ga ada layar belakang tiktok. Kalaupun ga ada perbaikan suatu saat nanti Tiktok akan dapat rating 1 . Kalau ga ada perubahan Kalau ga ada perubahan pasti Rating penggunaan tiktok pasti Terjun drastis yang awalnya top 8 akan menjadi top 30. Orang² akan teralihkan dengan platfrom lain kalau ga Niat ada perubahan,"['terbaru', 'baru', 'tiktok', 'tidak', 'buka', 'tidak', 'layar', 'tiktok', 'tidak', 'baik', 'tiktok', 'rating', 'tidak', 'ubah', 'tidak', 'ubah', 'rating', 'guna', 'tiktok', 'terjun', 'drastis', 'top', 'top', 'orang', 'alih', 'platfrom', 'tidak', 'niat', 'ubah']",-15,negative
Rafi Akbar,1,2023-09-26 18:52:55,"sering eror pake jaringan padalah udah bagus tapi tetep gak bisi buka app tiktok terus udah ngikutin tutorial di YouTube tapi tetep gak bisa, udah di hapus CC nya ,udah di mulai ulang hp nya tapi tetep gak bisa giliran saya nyampung ke koneksi wifi bisa kan aneh . terus saya coba download tiktok lite bisa bisa aja. tolong lah di perbaiki bug nya padalah aplikasi ini udah bagus , berita te aupdet. tolong lah tiktok perbaiki lagi","['error', 'pakai', 'jaringan', 'pada', 'sudah', 'bagus', 'tetep', 'gak', 'bis', 'buka', 'app', 'tiktok', 'sudah', 'ngikutin', 'tutorial', 'youtube', 'tetep', 'gak', 'sudah', 'hapus', 'cc', 'sudah', 'ulang', 'seluler', 'tetep', 'gak', 'gilir', 'nyampung', 'koneksi', 'wifi', 'aneh', 'coba', 'unduh', 'tiktok', 'lite', 'saja', 'tolong', 'baik', 'bug', 'pada', 'aplikasi', 'sudah', 'bagus', 'berita', 'te', 'aupdet', 'tolong', 'tiktok', 'baik']",-28,negative
Mahendra Mahendra,4,2023-11-16 18:25:29,"Admin tolong diperbaiki dong fitur music live streamingnya, masak di android gk suport audio stereo, sedang di i phone bisa stereo...kan di Indonesia gk semua user pakek i phone. ini penting sekali karna banyak yg streaming live nya nyanyi tp audio yg keluar masih mono karna perangkat yg digunakan android. Tolong segera dicarikan solusi, terima kasih","['admin', 'tolong', 'baik', 'fitur', 'music', 'langsung', 'streamingnya', 'masak', 'seluler', 'tidak', 'suport', 'audio', 'stereo', 'i', 'seluler', 'stereo', 'indonesia', 'tidak', 'konsumen', 'pakai', 'i', 'seluler', 'karena', 'streaming', 'langsung', 'nyanyi', 'tapi', 'audio', 'mono', 'karena', 'perangkat', 'seluler', 'tolong', 'cari', 'solusi', 'terima', 'kasih']",-7,negative
Tiara,4,2023-10-18 04:45:27,"Aplikasinya lumayan bagus, tapi masih banyak bug dan kesalahan. Pernah beberapa kali ngestuck di logo aplikasinya, trus harus download ulang/update dulu agar gk ngestuck lagi. Jujur ini agak menggangu apalagi pas memori atau sinyal lagi masa masa kritis.","['aplikasi', 'lumayan', 'bagus', 'bug', 'salah', 'kali', 'ngestuck', 'logo', 'aplikasi', 'terus', 'unduh', 'ulangupdate', 'tidak', 'ngestuck', 'jujur', 'menggangu', 'pas', 'memori', 'sinyal', 'kritis']",-19,negative
setiawan,2,2023-10-08 19:31:15,"Mulai 2 minggu ini aplikasi tik tok eror. Kadang bisa terbuka kadang tidak. Ketika tidak bisa terbuka hanya muncul logo tik tok saja, Jadi yg sy lakukan hapus dowload hapus download hapus download aplikasinya,, seperti itu terus yg saya lakukan supaya bisa membuka tik tok, kalo tidak dihapus dan di dowload lagi tidak bisa terbuka aplikasinya. Tolong segera di perbaiki seperti dulu.","['minggu', 'aplikasi', 'tik', 'tok', 'error', 'kadang', 'buka', 'kadang', 'buka', 'muncul', 'logo', 'tik', 'tok', 'saya', 'laku', 'hapus', 'dowload', 'hapus', 'unduh', 'hapus', 'unduh', 'aplikasi', 'laku', 'buka', 'tik', 'tok', 'kalau', 'hapus', 'dowload', 'buka', 'aplikasi', 'tolong', 'baik']",-29,negative
Whyu sptra,3,2023-09-09 08:30:50,"Tiktok banyak bugnya skrg ga kaya dulu, main tiktok ketika sudah 30 menit lebih ngelag saat pemutar vidio, bukan hanya itu. Ketika saya scroll vidio tiba² ada suara live streaming orang padahal lagi ga nonton live orang lain. Ga mungkin handphone saya yang ngelag, soalnya snapdragon 870 dan memory 256gb. Main game berat dan sosial media lain lancar saja ga kaya tiktok ngelag! Tolong di perbaiki.","['tiktok', 'bugnya', 'sekarang', 'tidak', 'kaya', 'main', 'tiktok', 'menit', 'lelet', 'putar', 'vidio', 'scroll', 'vidio', 'tiba', 'suara', 'langsung', 'streaming', 'orang', 'tidak', 'nonton', 'langsung', 'orang', 'tidak', 'handphone', 'lelet', 'snapdragon', 'memory', 'gb', 'main', 'game', 'berat', 'sosial', 'media', 'lancar', 'tidak', 'kaya', 'tiktok', 'lelet', 'tolong', 'baik']",-5,negative
Wawan Setya,1,2023-09-30 08:39:58,Setelah update terbaru malah aneh gak bisa dibuka pas dibuka lama trus ke sistem operasi HP jadi lag dan crash aneh kalau masalah ram dan prosesor gak mungkin karna ram 4 GB prosesor juga Snapdragon yg biasa buat game... masa buka tik tok jadi tiba2 lag... kayak berat banget aplikasi nya...,"['terbaru', 'baru', 'aneh', 'gak', 'buka', 'pas', 'buka', 'terus', 'sistem', 'operasi', 'seluler', 'lag', 'rusak', 'aneh', 'ram', 'prosesor', 'gak', 'karena', 'ram', 'gb', 'prosesor', 'snapdragon', 'game', 'buka', 'tik', 'tok', 'lag', 'kayak', 'berat', 'banget', 'aplikasi']",-5,negative
Ara Calista,1,2023-11-05 07:37:03,"Akhir akhir ini tik tok kenapa lelet banget ya , udah gitu juga sering eror , kayak gak bisa kebuka cuman muncul logo doang . Dan juga kalo lelet karena jaringan gak mungkin di tempat ku jaringan internet itu lancar jaya ,tapi entah mengapa kalo liat tiktok pasti lelet, coba dong jangan dikit dikit update. Kan cape ya haru hapus download lagi , terus ini kenapa ya fitur posting ulang saya gak ada","['tik', 'tok', 'lambat', 'banget', 'iya', 'sudah', 'gitu', 'error', 'kayak', 'gak', 'buka', 'cuman', 'muncul', 'logo', 'doang', 'kalau', 'lambat', 'jaringan', 'gak', 'ku', 'jaringan', 'internet', 'lancar', 'jaya', 'kalau', 'lihat', 'tiktok', 'lambat', 'coba', 'dikit', 'dikit', 'terbaru', 'capek', 'iya', 'haru', 'hapus', 'unduh', 'iya', 'fitur', 'posting', 'ulang', 'gak']",-7,negative
Abu Alam,2,2023-10-15 11:31:54,aplikasinya bagus sih cuma kalo mau coba beberapa filter yang viral pasti selalu ada error (filter ini tidak tersedia di kawasan anda) cepat perbaiki!!! saya sudah mulai muak untuk tidak segan segan hapus aplikasi ini! @tiktok,"['aplikasi', 'bagus', 'sih', 'kalau', 'coba', 'filter', 'viral', 'error', 'filter', 'sedia', 'kawasan', 'cepat', 'baik', 'muak', 'segan', 'segan', 'hapus', 'aplikasi']",-19,negative
Isi Ref GBHTXZ6QRXYZU dptbonus,5,2023-09-02 13:42:59,"Proses tarik dana yang sangat cepat menjadikan aplikasi ini semakin mantap dan memuaskan ya, sederhana dan mudah digunakan baik dalam memutar video maupun sebagai pembuat konten kreator. Aplikasi nya minim bug sehingga enak banget ketika digunakan menonton video, selama menggunakan aplikasi nya tak ada kendala sama sekali.","['proses', 'tarik', 'dana', 'cepat', 'jadi', 'aplikasi', 'mantap', 'muas', 'iya', 'sederhana', 'mudah', 'putar', 'video', 'buat', 'konten', 'kreator', 'aplikasi', 'minim', 'bug', 'enak', 'banget', 'tonton', 'video', 'aplikasi', 'kendala']",0,neutral
Muh. Fahri,1,2023-09-09 23:49:54,"Tolong untuk memperbaiki,karena Tik tok sekarang sangat Lag/Patah-patah,menguras baterai latar belakang,ForceClose/Tik Tok telah berhenti,dan cepat membuat hp panas.saya yang bermain tik tok dari dulu dan merasa tik tok sekarang sangat Lag merasa tidak nyaman saat menonton/scrolling video padahal cache/penyimpanan sudah di bersihkan.","['tolong', 'memperbaikikarena', 'tik', 'tok', 'lagpatahpatahmenguras', 'baterai', 'latar', 'belakangforceclosetik', 'tok', 'berhentidan', 'cepat', 'seluler', 'panassaya', 'main', 'tik', 'tok', 'tik', 'tok', 'lag', 'nyaman', 'menontonscrolling', 'video', 'cachepenyimpanan', 'sih']",-1,negative
Erna sartika,1,2023-10-09 19:39:56,"Keluhan: aplikasi yg tidak berjalan seperti biasa nya, di mana di saat sya membuka aplikasi tik tok selalu tidak menampil kan layar hanya menampil kan logo tik tok dn saat kluar dri aplikasi tersebut sangat llt smpe harus mematikan daya hp berulang""","['keluh', 'aplikasi', 'jalan', 'sya', 'buka', 'aplikasi', 'tik', 'tok', 'tampil', 'layar', 'tampil', 'logo', 'tik', 'tok', 'dn', 'keluar', 'dari', 'aplikasi', 'llt', 'smpe', 'mati', 'daya', 'seluler', 'ulang']",-23,negative
reza utama,1,2023-10-06 21:20:05,"next update bisa lah kalo kompres video ngotak dikit jangan sampe pecah kualitasnya padahal saya udh pke resolusi 4k/1080p masih aja tetep burik waktu di upload di tiktok, ayolah update fitur yang penting2 aja yang berguna jangan update buat fitur2 gajelas, dan juga stabilin apk nya biar gada lag ataupun frame agar pengguna aplikasi bisa nyaman menggunakan apk ini. tolong benar2 next agar bisa di update dan di tambah kan fitur2 yang berguna untuk kedepannya, SECEPATNYA YA!!!! DI TUNGGU...☺️","['lanjut', 'terbaru', 'kalau', 'kompres', 'video', 'otak', 'dikit', 'sampai', 'pecah', 'kualitas', 'udh', 'pke', 'resolusi', 'kp', 'saja', 'tetep', 'burik', 'upload', 'tiktok', 'ayo', 'terbaru', 'fitur', 'saja', 'guna', 'terbaru', 'fitur', 'tidak jelas', 'stabilin', 'aplikasi', 'biar', 'tidak ada', 'lag', 'frame', 'guna', 'aplikasi', 'nyaman', 'aplikasi', 'tolong', 'lanjut', 'terbaru', 'fitur', 'guna', 'depan', 'cepat', 'iya', 'tunggu']",0,neutral
Meisya Putri,3,2023-09-27 11:46:28,"akhir akhir ini Tik tok jd suka banget nge bug, setiap mau masuk tiktok, cuma muncul logo doang ga masuk masuk ke video, lama banget loading nya, tolong d perbaiki lagi, sayang bgt tiktok skrng jd gini, jd mau ga mau harus download ulang lagi, jd males","['tik', 'tok', 'jadi', 'suka', 'banget', 'nge', 'bug', 'masuk', 'tiktok', 'muncul', 'logo', 'doang', 'tidak', 'masuk', 'masuk', 'video', 'banget', 'loading', 'tolong', 'di', 'baik', 'sayang', 'banget', 'tiktok', 'sekarang', 'jadi', 'gin', 'jadi', 'tidak', 'unduh', 'ulang', 'jadi', 'males']",-18,negative
Putri Hadiu,1,2023-09-26 07:48:43,"Tiktok tidak bisa di buka,hanya terlihat logonya saja.Aplikasinya sudah di update tapi masih sering error. Harus di download ulang,tapi sudah sering terjadi beberapa kali. Perhatikan konten kreatornya tolong di perbaiki sistemnya.","['tiktok', 'bukahanya', 'logo', 'sajaaplikasinya', 'terbaru', 'error', 'unduh', 'ulangtapi', 'kali', 'perhati', 'konten', 'kreator', 'tolong', 'baik', 'sistem']",-5,negative
Anak Keren,1,2023-09-23 09:41:32,Tolong dong developer perbaiki tiktoknya... selama ini saya pake tiktok biasa-biasa saja tapi setelah di update malah habis itu aplikasinya gabisa di buka malah bahkan setelah di buka hape saya ngelag dan mati sendiri seperti ada virusnya tolong segera di perbaiki sekarang juga. Terimakasih,"['tolong', 'developer', 'baik', 'tiktoknya', 'pakai', 'tiktok', 'biasabiasa', 'terbaru', 'habis', 'aplikasi', 'tidak bisa', 'buka', 'buka', 'seluler', 'lelet', 'mati', 'virus', 'tolong', 'baik', 'terima kasih']",4,positive
Yuli Yulida,1,2023-09-03 21:49:20,"Susah banget mau bukaa apk tiktok , setiap di bukaa ada suara ga ada gambar , tiba tiba keluar lagi dengan sendiri nya , bgtu mulu setiap bukaa . Padahal signal nya bagus . Jdi males buka tiktok . Tolong mas/mba di perbaiki . Udah ada kali 3 minggu gaa buka tiktok . Skrng mau bukaa lagi bgtu lagi . Mending uninstal aja dah . Gaa ada perbuhan sama sekali","['susah', 'banget', 'bukaa', 'aplikasi', 'tiktok', 'bukaa', 'suara', 'tidak', 'gambar', 'bgtu', 'melulu', 'bukaa', 'sinyal', 'bagus', 'jadi', 'males', 'buka', 'tiktok', 'tolong', 'masmba', 'baik', 'sudah', 'kali', 'minggu', 'gaa', 'buka', 'tiktok', 'sekarang', 'bukaa', 'bgtu', 'lebih baik', 'copot', 'saja', 'sudah', 'gaa', 'perbuhan']",-25,negative
Wisni Ansih,1,2023-10-04 10:16:48,"Maaf untuk ulasan yang sy tulis ,ini secara fakta dan nyata.selama bulan ini sy sudah meng uninstal dan instal lebih dari 8 -10 kali. Semakim kesini aplikasi nya semakin banyak gangguan.sehingganya aplikasi sering mengalami gangguang atau nge bug.swhingga nya setelah di instal ualang,1-2 hari aman.besok nya langsung tidak bisa dibuka kembali,hanya logo tiktok nya saja. Mohon pihak tiktok agar mengupayakan perbaikan untuk jauh lebih baik kembali. Bukan jauh lebih buruk.","['maaf', 'ulas', 'saya', 'tulis', 'fakta', 'nyataselama', 'saya', 'meng', 'copot', 'pasang', 'kali', 'semakim', 'kesini', 'aplikasi', 'gangguansehingganya', 'aplikasi', 'alami', 'gangguang', 'nge', 'bugswhingga', 'pasang', 'ualang', 'amanbesok', 'langsung', 'buka', 'kembalihanya', 'logo', 'tiktok', 'mohon', 'tiktok', 'upaya', 'baik', 'buruk']",-18,negative
7. Alexander Arriel,1,2023-11-04 01:12:20,"diakun saya @semua mantan. banyak fitur yg tidak ada,seperti contohnya bisa memperlambat dan mempercepat vidio,bar skip vidio dibawah jg tidak ada,pokoknya aneh,saya kecewa!! udah update udah uninstall download lagi tetep sama aja,tolong berikan kenyamanan bagi semua pengguna","['akun', 'mantan', 'fitur', 'adaseperti', 'contoh', 'lambat', 'cepat', 'vidiobar', 'skip', 'vidio', 'bawah', 'juga', 'adapokoknya', 'anehsaya', 'kecewa', 'sudah', 'terbaru', 'sudah', 'copot', 'unduh', 'tetep', 'ajatolong', 'nyaman', 'guna']",7,positive
Vensy Too,5,2023-11-20 15:36:08,"aplikasinya sangat bagus banget digunakan untuk semua kalangan tanpa memandang usia, fitur2nya juga sangat bagus, apapun yang ingin kita nonton semua tersedia di aplikasi ini, pokoknya mudah untuk digunakan.","['aplikasi', 'bagus', 'banget', 'kalang', 'pandang', 'usia', 'fiturnya', 'bagus', 'apa', 'nonton', 'sedia', 'aplikasi', 'pokok', 'mudah']",-9,negative
Kristiani Zagoto,2,2023-11-16 22:27:29,"Dear tiktok Saya senang tiktok ada karena selain menghibur bisa jg sebagai tempat untuk belajar tapi sangat di sayangkan sekali karena akhir"" ini untuk kualitas tiktok semakin menurun alasan sering bug tiktok tidak bisa di buka cuma stop di logo saja harus di uninstall download lg baru bisa.....tolong untuk manajemen tiktok segera di perbaiki agar tidak menggangu pengguna.... terimakasih 🙏","['terhormat', 'tiktok', 'senang', 'tiktok', 'hibur', 'juga', 'ajar', 'sayang', 'kualitas', 'tiktok', 'turun', 'alas', 'bug', 'tiktok', 'buka', 'stop', 'logo', 'copot', 'unduh', 'lagi', 'bisatolong', 'manajemen', 'tiktok', 'baik', 'menggangu', 'guna', 'terima kasih', '']",4,positive
Dani Tri setiawan,1,2023-10-17 18:29:21,"aplikasi jelek, masa kalo mau liat tiktok masuknya lama bgt udh coba berkali kali tpi masih aja kaya gitu, mau dibilang antara nge lag atau bug saya gak tau, masa pas saya uninstall baru di download lagi baru bisa masuk emg aneh saya sama aplikasi yang satu ini, semoga bisa di perbaiki","['aplikasi', 'jelek', 'kalau', 'lihat', 'tiktok', 'masuk', 'banget', 'udh', 'coba', 'kali', 'kali', 'tapi', 'saja', 'kaya', 'gitu', 'bilang', 'nge', 'lag', 'bug', 'gak', 'tahu', 'pas', 'copot', 'unduh', 'masuk', 'emg', 'aneh', 'aplikasi', 'moga', 'baik']",-10,negative
Yatino Vivo,1,2023-09-20 14:09:24,Untuk developer tik tok.. Tolong di perbaiki lagi karena masih banyak bug dan tik tok nya sering leg setelah di upadate aplikasi tik toknya..tolong untukkk di perbaikiiii!!!!!!!!!!!!!!!!!!,"['developer', 'tik', 'tok', 'tolong', 'baik', 'bug', 'tik', 'tok', 'lelet', 'upadate', 'aplikasi', 'tik', 'toknyatolong', 'untukkk', 'perbaikiiii']",-4,negative
