userName,score,at,content,clean_teks,polarity_score,polarity
keisha nuri,1,2023-09-22 14:34:49,"Tak kira tiktok'ku sendiri yang sering error' ternyata temen² jg banyak yang ngalamin, tiktok gak bisa disa , cuma terlihat logo tiktok saja, sudah di update tapi tetap saja sama, harus di download ulang, dan sudah berkali² terjadi,,tolong di perhatikan dan di perbaiki sistemnya, sebagai konten kreator hal ini membuat sangat tidak nyaman 🙏","['tidak', 'kira', 'tiktokku', 'sendiri', '', 'sering', 'error', 'nyata', 'teman', 'juga', 'banyak', '', 'mengalami', 'tiktok', 'gak', '', 'disa', 'cuma', 'lihat', 'logo', 'tiktok', '', '', '', 'terbaru', '', 'tetap', '', 'sama', '', '', 'unduh', 'ulang', '', '', 'kali', 'terjaditolong', '', 'perhati', '', '', 'baik', 'sistem', '', 'konten', 'kreator', '', '', 'buat', 'sangat', '', 'nyaman']",3,positive
Febrian Maulan,1,2023-11-01 15:42:54,"Tik tok skrg sering bgt bug jika dibuka yang menyebabkan hp sy jadi restart sendiri, pdhl kapasitas ram masih banyak, sehingga sy harus uninstall tik tok dan download ulang lgi. Tolong ya, ini menganggu sekali bagi pengguna. Bukannya malah baik setelah di upgrade tapi malah bikin jengkel. Mohon diperbaiki","['tik', 'tok', 'sekarang', 'sering', 'banget', 'bug', '', 'buka', '', 'sebab', 'seluler', 'saya', 'jadi', 'restart', 'sendiri', 'padahal', 'kapasitas', 'ram', '', 'banyak', '', 'saya', '', 'copot', 'tik', 'tok', '', 'unduh', 'ulang', 'lagi', '', '', '', 'ganggu', 'sekali', '', 'guna', 'bukan', 'bahkan', 'baik', '', '', 'meningkatkan', '', 'bahkan', 'bikin', 'jengkel', 'mohon', 'baik']",-15,negative
navila belle,2,2023-10-19 07:13:14,"subtitle terjemah di tiktok sekarang ilang, dan harus di aktifkan secara manual, honestly, para pengguna tiktok lebih suka tiktok yang subtitle terjemah-nya seperti dulu, jangan yang seperti sekarang, yang harus di aktifkan secara manual, walaupun itu simple cara aktifkan-nya, tapi itu ribet. please tiktok, jangan terlalu banyak update, kalau mau sekaligus saja, dari pada sedikit sedikit, malah kayak ribet banget.","['subtitle', 'terjemah', '', 'tiktok', 'sekarang', 'hilang', '', '', '', 'aktif', '', 'manual', 'honestly', '', 'guna', 'tiktok', 'lebih', 'suka', 'tiktok', '', 'subtitle', 'terjemah', '', 'dulu', 'jangan', '', '', 'sekarang', '', '', '', 'aktif', '', 'manual', 'walaupun', '', 'sederhana', 'cara', 'aktif', '', '', 'ribet', 'tolong', 'tiktok', 'jangan', 'terlalu', 'banyak', 'terbaru', 'kalau', 'mau', 'sekaligus', '', '', '', 'sedikit', 'sedikit', 'bahkan', 'kayak', 'ribet', 'banget']",-25,negative
S.I Kolondam,1,2023-09-23 07:50:12,"Saya pengguna apk ini dari thn 2018. Abis upgrade, setelah buka apk tiktok hp jadi lemot, padahal hp RAM 6GB. Buka tiktok saja sampe 5,4 GB. Terus membuat apk yg lain jadi lemot juga. Hp nge-freeze sampe berjam2. Kirain hp-nya yg rusak ternyata aplikasinya yg makan ram sampe segitu parahnya 😖","['', 'guna', 'aplikasi', '', '', 'tahun', 'habis', 'meningkatkan', '', 'buka', 'aplikasi', 'tiktok', 'seluler', 'jadi', 'lot', 'padahal', 'seluler', 'ram', 'gb', 'buka', 'tiktok', '', 'sampai', 'gb', 'terus', 'buat', 'aplikasi', 'yang', '', 'jadi', 'lot', '', 'seluler', 'ngefreeze', 'sampai', 'jam', 'kira', 'hpnya', 'yang', 'rusak', 'nyata', 'aplikasi', 'yang', 'makan', 'ram', 'sampai', 'segitu', 'parah']",-54,negative
Diah Yuliani,5,2023-11-21 18:07:22,"Tik tok sangat bagus dan menarik dan sangat mudah jika kita mau mencari berita,kejadian dan tempat2 wisata yang bagus..pertahankan yaa.. Kalau bisa dibuka lagi yaa TikTok shop nya agar lebih mudah untuk beli barang2 ...makasih","['tik', 'tok', 'sangat', 'bagus', '', 'tarik', '', 'sangat', 'mudah', '', '', 'mau', 'cari', 'beritakejadian', '', 'tempat', 'wisata', '', 'baguspertahankan', 'yaa', 'kalau', '', 'buka', '', 'yaa', 'tiktok', 'shop', 'nya', '', 'lebih', 'mudah', '', 'beli', 'barang', 'terima kasih']",4,positive
Bambang Yunianto,1,2023-10-15 07:12:21,"Saya kira hp saya yang sudah usang tp ternyata banyak ulasan teman² mengalami hal yang sama, tiba² ngelag yang tadi nya ram nya sisa 2 gb an ketika buka tiktok langsung habis dan hp nge freeze. Terlalu banyak makan ram. Saya ketika ingin buka tiktok ngebela2in utk uninstall dlu baru download lg. Biar gak stuck di logo tiktok. Hmmm Tiktok ini sudah mendunia, jadi fikirkan lah baik2 apa saja yang ingin di upgrade. Jangan malah menjadi aplikasi yang berat yang tidak ramah di berbagai ponsel.","['', 'kira', 'seluler', '', '', '', 'usang', 'tapi', 'nyata', 'banyak', 'ulas', 'teman', 'alami', '', '', 'sama', 'tiba', 'lelet', '', 'tadi', 'nya', 'ram', 'nya', 'sisa', 'gb', 'an', '', 'buka', 'tiktok', 'langsung', 'habis', '', 'seluler', 'nge', 'freeze', 'terlalu', 'banyak', 'makan', 'ram', '', '', '', 'buka', 'tiktok', 'ngebelain', 'untuk', 'copot', 'dulu', 'baru', 'unduh', 'lagi', 'biar', 'gak', 'stuck', '', 'logo', 'tiktok', 'hmmm', 'tiktok', '', '', 'dunia', 'jadi', 'fikirkan', 'lah', 'baik', 'apa', '', '', '', '', 'meningkatkan', 'jangan', 'bahkan', 'jadi', 'aplikasi', '', 'berat', '', '', 'ramah', '', 'bagai', 'ponsel']",-21,negative
Zahra Cattleya Sahroni,1,2023-10-31 14:31:25,"Kenapa setelah di update malah gak bisa di buka tiktok nya? Cuman logo nya doang yang muncul. Terus pasti hp langsung lag klo udh kyk gitu. Cape banget harus hapus download hapus download terus setiap mau nonton tiktok. Padahal memo masih cukup, ram nya juga masih ok, tapi selalu aja gini. 😔","['', '', '', 'terbaru', 'bahkan', 'gak', '', '', 'buka', 'tiktok', 'nya', 'cuman', 'logo', 'nya', 'doang', '', 'muncul', 'terus', '', 'seluler', 'langsung', 'lag', 'kalau', 'udh', 'seperti', 'gitu', 'capek', 'banget', '', 'hapus', 'unduh', 'hapus', 'unduh', 'terus', '', 'mau', 'nonton', 'tiktok', 'padahal', 'memo', '', 'cukup', 'ram', 'nya', '', '', '', '', 'selalu', 'saja', 'gin']",-7,negative
Semoga Berkah,1,2023-10-26 01:04:36,Gak ada otomatis jeda saat vidio berulang berkali-kali. Itu bisa terjadi karena ketiduran atau lupa mematikan smart phone.... mohon ditambah fitur stop vidio dan mati layar otomatis saat gak ada pergerakan vidio / penggunaan aplikasi.,"['gak', '', 'otomatis', 'jeda', '', 'vidio', 'ulang', 'berkalikali', '', '', 'jadi', '', 'tidur', '', 'lupa', 'mati', 'pintar', 'seluler', 'mohon', 'tambah', 'fitur', 'stop', 'vidio', '', 'mati', 'layar', 'otomatis', '', 'gak', '', 'gera', 'vidio', 'guna', 'aplikasi']",1,positive
Ofiy,1,2023-09-22 16:37:04,"Kenapa tiktok sering nge update dirinya terus. Kayak, kemarin udh update sekarang update lagi. Mana susah di buka. Cuma gambar logo terus dari tadi. Kadang juga nge lag trs. Jaringan sinyal wifi sama seluler lancar padahal. Mohon untuk di perbaiki","['', 'tiktok', 'sering', 'nge', 'terbaru', 'diri', 'terus', 'kayak', 'kemarin', 'udh', 'terbaru', 'sekarang', 'terbaru', '', 'mana', 'susah', '', 'buka', 'cuma', 'gambar', 'logo', 'terus', '', 'tadi', 'kadang', '', 'nge', 'lag', 'terus', 'jaringan', 'sinyal', 'wifi', 'sama', 'seluler', 'lancar', 'padahal', 'mohon', '', '', 'baik']",13,positive
Meylaniputri0605 _,1,2023-11-04 07:28:19,"Di upgrade makin jelek aja , flash buat foto ga sebagus dulu ,buat foto malam buriq banget flash selfienya ,tolong tik tok flash nya buat seperti biasanya yang terang benderang seperti itu. Saya jadi gabisa foto di tempat yang kurang bercahaya tempatnya , TOLONG TOLONG TOLONG BANGET TIK TOK","['', 'meningkatkan', 'makin', 'jelek', 'saja', 'flash', 'buat', 'foto', 'tidak', 'bagus', 'dulu', 'buat', 'foto', 'malam', 'burik', 'banget', 'flash', 'selfienya', '', 'tik', 'tok', 'flash', 'nya', 'buat', '', 'biasa', '', 'terang', 'benderang', '', '', '', 'jadi', 'tidak bisa', 'foto', '', 'tempat', '', 'kurang', 'cahaya', 'tempat', '', '', '', 'banget', 'tik', 'tok']",-18,negative
Panyu Badai,2,2023-09-26 03:38:16,Tolong sediakan fitur Dark Mode untuk semua merk HP yang menggunakan sistem Android (paling nggak dari Android 10) baik dari HP yang Entry Level sampai High End. Karena saya sangat kecewa dengan pihak TikTok yang tidak menyediakan fitur Dark Mode yang begitu simple dan berguna bagi pengguna TikTok ketika sedang menggunakan aplikasi di tempat yang gelap tanpa cahaya.,"['', 'sedia', 'fitur', 'dark', 'mode', '', 'semua', 'merk', 'seluler', '', 'guna', 'sistem', 'seluler', 'paling', '', '', 'seluler', 'baik', '', 'seluler', '', 'entry', 'level', '', 'high', 'end', '', '', 'sangat', 'kecewa', '', 'pihak', 'tiktok', '', '', 'sedia', 'fitur', 'dark', 'mode', '', '', 'sederhana', '', 'guna', '', 'guna', 'tiktok', '', 'sedang', 'guna', 'aplikasi', '', 'tempat', '', 'gelap', '', 'cahaya']",-15,negative
Wahyu Saputra,3,2023-11-02 11:31:53,"Hello kenapa setelah updet malah susah tiktoknya,contohnya tampilan musik untuk di tambahkan di vidio sekarang ga bisa di sesuai in sama lihat vidionya,trus musik di favorit tidak muncul,tolong lah kebalika seperti 3.7.2. aja karena lebih gampang","['hello', '', '', 'updet', 'bahkan', 'susah', 'tiktoknyacontohnya', 'tampil', 'musik', '', '', 'tambah', '', 'vidio', 'sekarang', 'tidak', '', '', 'sesuai', 'masuk', 'sama', 'lihat', 'vidionyatrus', 'musik', '', 'favorit', '', 'muncultolong', 'lah', 'kebalika', '', 'saja', '', 'lebih', 'gampang']",7,positive
Rona Mirta,1,2023-11-17 06:24:03,"Dasar aplikasi tidak berguna kalo saja kamu bisa benerin apk ini saya tidak akan beri ulasan seperti ini karna kenapa tiktok saya tidak bisa dibuka setelah di update hanya logo tiktok nya aja yg tertampil dan kadang layarnya hitam??!!, kalo tau bakal seperti ini saya tidak akan meng update nya😠🤬!! Mohon perbaruannya!!","['dasar', 'aplikasi', '', 'guna', 'kalau', '', 'kamu', '', 'benerin', 'aplikasi', '', '', '', '', 'beri', 'ulas', '', '', 'karena', '', 'tiktok', '', '', '', 'buka', '', '', 'terbaru', '', 'logo', 'tiktok', 'nya', 'saja', 'yang', 'tampil', '', 'kadang', 'layar', 'hitam', 'kalau', 'tahu', 'bakal', '', '', '', '', '', 'meng', 'terbaru', 'nya', 'mohon', 'baru']",-15,negative
Aditya Nugroho,1,2023-10-04 12:50:09,Keluhannya: aplikasi tidak bisa berjalan seperti biasa untuk pengguna android ram 3. Saat dibuka hanya terdapat logo tik tok dan bersamaan dengan lag yang cukup parah saat keluar dari aplikasi sehingga perlu di restart berulangkali. Perilaku aplikasi seperti virus yang membuat pengguna merasa takut. Jadi tolong di perbaiki segera agar pengguna lebih nyaman dan membuat aplikasi tik tok kembali ramai. Saya tahu CEO/pegawai lainnya tik tok pasti bisa.l mengatasi ini. TERIMA KASIH,"['keluh', 'aplikasi', '', '', 'jalan', '', 'biasa', '', 'guna', 'seluler', 'ram', '', 'buka', '', 'dapat', 'logo', 'tik', 'tok', '', 'sama', '', 'lag', '', 'cukup', 'parah', '', 'keluar', '', 'aplikasi', '', 'perlu', '', 'restart', 'ulang', 'perilaku', 'aplikasi', '', 'virus', '', 'buat', 'guna', 'rasa', 'takut', 'jadi', '', '', 'baik', 'segera', '', 'guna', 'lebih', 'nyaman', '', 'buat', 'aplikasi', 'tik', 'tok', '', 'ramai', '', 'tahu', 'ceopegawai', 'lain', 'tik', 'tok', '', 'bisal', 'atas', '', 'terima', 'kasih']",-25,negative
Massau Dekkae,5,2023-11-22 11:59:33,"Aplikasi ini sangat bagus dan sangat menyenangkan banget ketika digunakan ya, simpel dan sangat sederhana banget ketika digunakan ya. Sejauh ini sangat bagus dan memberikan hiburan, menurut aku aplikasi ini sangat rapi dalam hal pemutar video, konten kreator nya sudah sangat bekerja keras dalam hal memberikan hiburannya, pengalaman saya ketika menggunakan aplikasi ini nyaris tanpa bug sama sekali ya kawan kawan.","['aplikasi', '', 'sangat', 'bagus', '', 'sangat', 'senang', 'banget', '', 'guna', '', 'simpel', '', 'sangat', 'sederhana', 'banget', '', 'guna', '', 'jauh', '', 'sangat', 'bagus', '', 'beri', 'hibur', '', 'aku', 'aplikasi', '', 'sangat', 'rapi', '', '', 'putar', 'video', 'konten', 'kreator', 'nya', '', 'sangat', 'kerja', 'keras', '', '', 'beri', 'hibur', 'alam', '', '', 'guna', 'aplikasi', '', 'nyaris', '', 'bug', 'sama', 'sekali', '', 'kawan', 'kawan']",-22,negative
Tajul Ghina,1,2023-09-02 23:08:29,"Tik tok ini kenapa ya makin di perbarui makin lelet, jaringan bagus tapi ketika mau buat video atau live masa keluar tiba tiba dan itu berkali2 terjadi padahal sudah di refresh dan dikeluarin tapi terjadi lagi, keluar sendiri, macet pulak, padahal biasanya gak gitu, jadinya kecewa sekian.","['tik', 'tok', '', '', '', 'makin', '', 'baru', 'makin', 'lambat', 'jaringan', 'bagus', '', '', 'mau', 'buat', 'video', '', 'langsung', 'masa', 'keluar', 'tiba', 'tiba', '', '', 'kali', 'jadi', 'padahal', '', '', 'ulang', '', 'dikeluarin', '', 'jadi', '', 'keluar', 'sendiri', 'macet', 'pulak', 'padahal', 'biasa', 'gak', 'gitu', 'jadi', 'kecewa', 'sekian']",-6,negative
IsiRef TIKTOK GBHTXZ6QRXYZU dptbonus,4,2023-10-11 06:26:04,"Bila sudah menggunakan aplikasi tiktok maka kita bisa sangat betah menonton video nya, simpel dan sangat nyaman banget ketika digunakan ya. Menurut aku aplikasi ini sudah sangat bagus dan hanya membutuhkan beberapa tambahan fitur-fitur saja seperti 360p, 1200p yang mana sangat lah membantu memudahkan kita menonton video saat jaringan lagi kurang stabil, itu saja masukan saya biar aplikasi nya bisa semakin mantap dan berkembang dengan baik.","['bila', '', 'guna', 'aplikasi', 'tiktok', '', '', '', 'sangat', 'betah', 'tonton', 'video', 'nya', 'simpel', '', 'sangat', 'nyaman', 'banget', '', 'guna', '', '', 'aku', 'aplikasi', '', '', 'sangat', 'bagus', '', '', 'butuh', 'beberapa', 'tambah', 'fiturfitur', '', '', 'p', 'p', '', 'mana', 'sangat', 'lah', 'bantu', 'mudah', '', 'tonton', 'video', '', 'jaringan', '', 'kurang', 'stabil', '', '', 'masuk', '', 'biar', 'aplikasi', 'nya', '', 'makin', 'mantap', '', 'kembang', '', 'baik']",-9,negative
Pandu Julika Rinaldi,1,2023-09-25 08:15:46,"Tiktok tidak bisa diakses, cuma booting dan crash/force close. Lalu perangkat mati. Setelah update ke V. 31.4.3 penyimpanan melonjak drastis dari 1,7GB menjadi 2,18 GB. Perangkat ini Samsung Galaxy Note 9, Android 10, one UI 2.5. please follow up. Terimakasih","['tiktok', '', '', 'akses', 'cuma', 'booting', '', 'crashforce', 'tutup', 'lalu', 'perangkat', 'mati', '', 'terbaru', '', 'v', 'simpan', 'lonjak', 'drastis', '', 'gb', 'jadi', 'gb', 'perangkat', '', 'samsung', 'galaxy', 'catatan', 'seluler', 'satu', 'ui', 'tolong', 'ikuti', 'up', 'terima kasih']",4,positive
Manisa Agustin (Nagstd),2,2023-10-15 22:34:08,"subtitle terjemah di tiktok sekarang ilang, dan harus di aktifkan secara manual, jujurly, para pengguna tiktok lebih suka tiktok yang subtitle terjemah-nya seperti dulu, jangan yang seperti sekarang, yang harus di aktifkan secara manual, walaupun itu simple cara aktifkan-nya, tapi itu ribet. please tiktok, jangan terlalu banyak update, kalau mau sekaligus saja, dari pada sedikit sedikit, malah kayak ribet banget.","['subtitle', 'terjemah', '', 'tiktok', 'sekarang', 'hilang', '', '', '', 'aktif', '', 'manual', 'jujurly', '', 'guna', 'tiktok', 'lebih', 'suka', 'tiktok', '', 'subtitle', 'terjemah', '', 'dulu', 'jangan', '', '', 'sekarang', '', '', '', 'aktif', '', 'manual', 'walaupun', '', 'sederhana', 'cara', 'aktif', '', '', 'ribet', 'tolong', 'tiktok', 'jangan', 'terlalu', 'banyak', 'terbaru', 'kalau', 'mau', 'sekaligus', '', '', '', 'sedikit', 'sedikit', 'bahkan', 'kayak', 'ribet', 'banget']",-25,negative
Ririn Wigi,1,2023-09-23 18:40:07,"Tiktok saya baru diperbarui. Bukannya malah bagus, tpi tambah jelek. Untuk buka tiktok ngelag, trus aplikasi lainnya juga ikut ngelag, HP juga ngelag dan panas. Aplikasinya seperti ada virusnya yang dapat menjalar ke aplikasi lain dan peforma hp. Setelah diperbarui, draf tiktok saya malah kehapus semua sama tiktok. Mohon diperbaiki.","['tiktok', '', 'baru', 'baru', 'bukan', 'bahkan', 'bagus', 'tapi', 'tambah', 'jelek', '', 'buka', 'tiktok', 'lelet', 'terus', 'aplikasi', 'lain', '', 'ikut', 'lelet', 'seluler', '', 'lelet', '', 'panas', 'aplikasi', '', '', 'virus', '', '', 'jalar', '', 'aplikasi', '', '', 'forma', 'seluler', '', 'baru', 'draf', 'tiktok', '', 'bahkan', 'hapus', 'semua', 'sama', 'tiktok', 'mohon', 'baik']",-26,negative
Nabilla Aulia,1,2023-11-22 05:31:14,"tolong dibaca, kemarin hp saya masih baik baik saja, tapi karena tiktok saya kehilangan beberapa fitur, sperti foto, story, dan lainnya, saya akhirnya update, karena penasaran juga dengan fitur terbaru, (tiktok offline) kemarin pagi, stlh saya sudah update, kenapa? hp saya jadi sering mulai ulang sendiri?? saya cari tahu di google, katanya salah satu penyebab hp restart adalah karena kesalahan update aplikasi, dan btul stiap sy buka tiktok hp sy mulai ulang sendiri, tolong bukan saya menyalahkan","['', 'baca', 'kemarin', 'seluler', '', '', 'baik', 'baik', '', '', '', 'tiktok', '', 'hilang', 'beberapa', 'fitur', 'seperti', 'foto', 'story', '', 'lain', '', 'akhir', 'terbaru', '', 'penasaran', '', '', 'fitur', 'baru', 'tiktok', 'offline', 'kemarin', 'pagi', 'setelah', '', '', 'terbaru', '', 'seluler', '', 'jadi', 'sering', 'mulai', 'ulang', 'sendiri', '', 'cari', 'tahu', '', 'google', 'kata', 'salah', 'satu', 'sebab', 'seluler', 'restart', '', '', 'salah', 'terbaru', 'aplikasi', '', 'btul', 'setiap', 'saya', 'buka', 'tiktok', 'seluler', 'saya', 'mulai', 'ulang', 'sendiri', '', 'bukan', '', 'salah']",-16,negative
Habib abdul Zulfikri,1,2023-09-26 22:08:16,"Mohon maaf untuk pihak tik tok karena saya memberikan bintang 1.saya merasa kalau tiktok sekarang jadi semakin berat,buat scroll baru beberapa menit udah mulai ngeleg apk nya, penyimpanan juga semakin besar,sering error' dan tiba-tiba force close,terlalu boros baterai.saya minta tolong sekali,untuk pihak tiktok memperbaiki masalah ini,buat konsumen merasa puas dan nyaman menggunakan apk ini.terimakasih","['mohon', 'maaf', '', 'pihak', 'tik', 'tok', '', '', 'beri', 'bintang', '', 'rasa', 'kalau', 'tiktok', 'sekarang', 'jadi', 'makin', 'beratbuat', 'scroll', 'baru', 'beberapa', 'menit', 'sudah', 'mulai', 'lelet', 'aplikasi', 'nya', 'simpan', '', 'makin', 'besarsering', 'error', '', 'tiba', 'paksa', 'closeterlalu', 'boros', 'bateraisaya', 'minta', '', 'sekaliuntuk', 'pihak', 'tiktok', 'baik', 'masalah', 'inibuat', 'konsumen', 'rasa', 'puas', '', 'nyaman', 'guna', 'aplikasi', 'initerimakasih']",-27,negative
Stephanie Tamarina Simamora,2,2023-10-08 07:51:33,"setelah update tiktok jadi sering bug,terkadang tidak bisa masuk aplikasi dan aplikasinya seperti ada virus bisa buat handphone ngebug, handphone saya ram 6 tapi kalau download tiktok yang baru saja update seperti ini, handphonenya jadi suka ngebug dan lemot jadi setiap hari saya mulai ulang (restart) terus setelah buka tiktok","['', 'terbaru', 'tiktok', 'jadi', 'sering', 'bugterkadang', '', '', 'masuk', 'aplikasi', '', 'aplikasi', '', '', 'virus', '', 'buat', 'handphone', 'bug', 'handphone', '', 'ram', '', 'kalau', 'unduh', 'tiktok', '', 'baru', '', 'terbaru', '', '', 'handphonenya', 'jadi', 'suka', 'bug', '', 'lot', 'jadi', '', 'hari', '', 'mulai', 'ulang', 'restart', 'terus', '', 'buka', 'tiktok']",-2,negative
Arda Eka Julianto,1,2023-11-05 20:44:18,"Entah kenapa habis aku update, pas baru masuk ke apk nya tiba-tiba keluar sendiri, itu masih sebagian kecil dri masalah yang gwe alami saat ini, belum lagi pas mau search video yang lagi viral, kadang ngecrash, jdi agak gk nyaman sama tiktok","['entah', '', 'habis', 'aku', 'terbaru', 'pas', 'baru', 'masuk', '', 'aplikasi', 'nya', 'tiba', 'keluar', 'sendiri', '', '', 'bagi', 'kecil', 'dari', 'masalah', '', 'gwe', 'alami', '', '', '', '', 'pas', 'mau', 'search', 'video', '', '', 'viral', 'kadang', 'ngecrash', 'jadi', '', 'tidak', 'nyaman', 'sama', 'tiktok']",-9,negative
Azizzah ADMAJA,1,2023-10-18 16:54:46,Kenapa setelah ada update terbaru . Tiktok ga bisa dibuka . Lalu ga ada layar belakang tiktok. Kalaupun ga ada perbaikan suatu saat nanti Tiktok akan dapat rating 1 . Kalau ga ada perubahan Kalau ga ada perubahan pasti Rating penggunaan tiktok pasti Terjun drastis yang awalnya top 8 akan menjadi top 30. Orang² akan teralihkan dengan platfrom lain kalau ga Niat ada perubahan,"['', '', '', 'terbaru', 'baru', 'tiktok', 'tidak', '', 'buka', 'lalu', 'tidak', '', 'layar', 'belakang', 'tiktok', 'kalaupun', 'tidak', '', 'baik', 'suatu', '', '', 'tiktok', '', '', 'rating', 'kalau', 'tidak', '', 'ubah', 'kalau', 'tidak', '', 'ubah', '', 'rating', 'guna', 'tiktok', '', 'terjun', 'drastis', '', 'awal', 'top', '', 'jadi', 'top', 'orang', '', 'alih', '', 'platfrom', '', 'kalau', 'tidak', 'niat', '', 'ubah']",-16,negative
Rafi Akbar,1,2023-09-26 18:52:55,"sering eror pake jaringan padalah udah bagus tapi tetep gak bisi buka app tiktok terus udah ngikutin tutorial di YouTube tapi tetep gak bisa, udah di hapus CC nya ,udah di mulai ulang hp nya tapi tetep gak bisa giliran saya nyampung ke koneksi wifi bisa kan aneh . terus saya coba download tiktok lite bisa bisa aja. tolong lah di perbaiki bug nya padalah aplikasi ini udah bagus , berita te aupdet. tolong lah tiktok perbaiki lagi","['sering', 'error', 'pakai', 'jaringan', 'pada', 'sudah', 'bagus', '', 'tetep', 'gak', 'bis', 'buka', 'app', 'tiktok', 'terus', 'sudah', 'ngikutin', 'tutorial', '', 'youtube', '', 'tetep', 'gak', '', 'sudah', '', 'hapus', 'cc', 'nya', 'sudah', '', 'mulai', 'ulang', 'seluler', 'nya', '', 'tetep', 'gak', '', 'gilir', '', 'nyampung', '', 'koneksi', 'wifi', '', 'kan', 'aneh', 'terus', '', 'coba', 'unduh', 'tiktok', 'lite', '', '', 'saja', '', 'lah', '', 'baik', 'bug', 'nya', 'pada', 'aplikasi', '', 'sudah', 'bagus', 'berita', 'te', 'aupdet', '', 'lah', 'tiktok', 'baik', '']",-20,negative
Agus Budiyasa,1,2023-11-20 21:52:29,"Ini tiktok kenpa sih? Kok setiap liat konten orang yang Isinya foto"" malah keliatan lambang tiktok aja dan suara dri lagunya juga hilang tapi kalo liat konten lain selain foto normal. Terus setiap bukak tiktok lambang tiktoknya lama bnget muncul sekitar 30dtk/1 menit baru keliatan konten orng.... TOLONG PERBAIKI SISTEM KERJA TIKTOK!!!","['', 'tiktok', 'kenpa', 'sih', 'kok', '', 'lihat', 'konten', 'orang', '', 'isi', 'foto', 'bahkan', 'lihat', 'lambang', 'tiktok', 'saja', '', 'suara', 'dari', 'lagu', '', 'hilang', '', 'kalau', 'lihat', 'konten', '', '', 'foto', 'normal', 'terus', '', 'buka', 'tiktok', 'lambang', 'tiktoknya', 'lama', 'banget', 'muncul', '', 'dtk', 'menit', 'baru', 'lihat', 'konten', 'orang', '', 'baik', 'sistem', 'kerja', 'tiktok']",-3,negative
Tiara,4,2023-10-18 04:45:27,"Aplikasinya lumayan bagus, tapi masih banyak bug dan kesalahan. Pernah beberapa kali ngestuck di logo aplikasinya, trus harus download ulang/update dulu agar gk ngestuck lagi. Jujur ini agak menggangu apalagi pas memori atau sinyal lagi masa masa kritis.","['aplikasi', 'lumayan', 'bagus', '', '', 'banyak', 'bug', '', 'salah', 'pernah', 'beberapa', 'kali', 'ngestuck', '', 'logo', 'aplikasi', 'terus', '', 'unduh', 'ulangupdate', 'dulu', '', 'tidak', 'ngestuck', '', 'jujur', '', '', 'menggangu', '', 'pas', 'memori', '', 'sinyal', '', 'masa', 'masa', 'kritis']",-19,negative
setiawan,2,2023-10-08 19:31:15,"Mulai 2 minggu ini aplikasi tik tok eror. Kadang bisa terbuka kadang tidak. Ketika tidak bisa terbuka hanya muncul logo tik tok saja, Jadi yg sy lakukan hapus dowload hapus download hapus download aplikasinya,, seperti itu terus yg saya lakukan supaya bisa membuka tik tok, kalo tidak dihapus dan di dowload lagi tidak bisa terbuka aplikasinya. Tolong segera di perbaiki seperti dulu.","['mulai', 'minggu', '', 'aplikasi', 'tik', 'tok', 'error', 'kadang', '', 'buka', 'kadang', '', '', '', '', 'buka', '', 'muncul', 'logo', 'tik', 'tok', '', 'jadi', 'yang', 'saya', 'laku', 'hapus', 'dowload', 'hapus', 'unduh', 'hapus', 'unduh', 'aplikasi', '', '', 'terus', 'yang', '', 'laku', '', '', 'buka', 'tik', 'tok', 'kalau', '', 'hapus', '', '', 'dowload', '', '', '', 'buka', 'aplikasi', '', 'segera', '', 'baik', '', 'dulu']",-37,negative
Whyu sptra,3,2023-09-09 08:30:50,"Tiktok banyak bugnya skrg ga kaya dulu, main tiktok ketika sudah 30 menit lebih ngelag saat pemutar vidio, bukan hanya itu. Ketika saya scroll vidio tiba² ada suara live streaming orang padahal lagi ga nonton live orang lain. Ga mungkin handphone saya yang ngelag, soalnya snapdragon 870 dan memory 256gb. Main game berat dan sosial media lain lancar saja ga kaya tiktok ngelag! Tolong di perbaiki.","['tiktok', 'banyak', 'bugnya', 'sekarang', 'tidak', 'kaya', 'dulu', 'main', 'tiktok', '', '', 'menit', 'lebih', 'lelet', '', 'putar', 'vidio', 'bukan', '', '', '', '', 'scroll', 'vidio', 'tiba', '', 'suara', 'langsung', 'streaming', 'orang', 'padahal', '', 'tidak', 'nonton', 'langsung', 'orang', '', 'tidak', 'mungkin', 'handphone', '', '', 'lelet', 'soal', 'snapdragon', '', 'memory', 'gb', 'main', 'game', 'berat', '', 'sosial', 'media', '', 'lancar', '', 'tidak', 'kaya', 'tiktok', 'lelet', '', '', 'baik']",-7,negative
